account_no,gender,age,income,loan_amount,term,installment_amount,interest_rate,credit_score_at_application,outstanding_balance,status
acc_00328435,M,34,7842,26000,36,966,0.2,590,0,PAID_UP
acc_00330668,F,32,6214,18000,48,538,0.19,600,0,PAID_UP
acc_00330765,M,29,16923,67000,72,1310,0.12,870,0,PAID_UP
acc_00331059,M,29,26659,71000,72,1111,0.04,990,0,PAID_UP
acc_00331873,M,28,7508,13000,60,337,0.19,600,10746,LIVE
acc_00332263,F,26,5906,21000,36,770,0.19,610,0,PAID_UP
acc_00332465,M,21,6679,5000,36,186,0.2,580,0,PAID_UP
acc_00333555,M,27,9472,23000,36,820,0.17,670,0,PAID_UP
acc_00337768,F,25,14993,44000,48,1116,0.1,910,0,PAID_UP
acc_00338562,M,43,13188,42000,48,1169,0.15,740,0,PAID_UP
acc_00338969,M,32,7745,7000,48,209,0.19,590,2848,LIVE
acc_00339039,M,48,31517,52000,60,1030,0.07,970,0,PAID_UP
acc_00339122,M,52,18397,36000,48,966,0.13,830,0,PAID_UP
acc_00339797,M,32,9349,21000,12,1925,0.18,650,0,PAID_UP
acc_00340233,M,18,9860,21000,48,595,0.16,710,0,PAID_UP
acc_00340962,M,54,9351,19000,60,503,0.2,590,0,PAID_UP
acc_00341047,M,32,10484,21000,24,1028,0.16,690,16691,LIVE
acc_00341858,F,27,18798,28000,12,2410,0.06,980,0,PAID_UP
acc_00342540,M,18,17287,34000,36,1097,0.1,910,0,PAID_UP
acc_00343051,M,29,10660,20000,60,486,0.16,710,0,PAID_UP
acc_00343732,M,35,12804,33000,60,785,0.15,760,0,PAID_UP
acc_00345851,F,20,12662,56000,36,1860,0.12,870,0,PAID_UP
acc_00346211,F,18,10273,13000,36,444,0.14,800,0,PAID_UP
acc_00347437,M,24,22274,35000,60,710,0.08,970,20063,LIVE
acc_00347602,M,18,6062,10000,60,271,0.21,570,2373,DEFAULT
acc_00348540,M,35,23944,53000,24,2421,0.09,950,47700,LIVE
acc_00349778,M,48,11512,36000,60,895,0.17,680,0,PAID_UP
acc_00354381,M,42,11554,36000,60,875,0.16,700,0,PAID_UP
acc_00355858,M,49,8569,21000,24,1069,0.2,570,0,PAID_UP
acc_00356109,F,38,15577,30000,60,652,0.11,890,0,PAID_UP
acc_00356844,M,37,14908,51000,48,1394,0.14,800,15044,LIVE
acc_00357217,F,48,10447,7000,48,198,0.16,720,0,PAID_UP
acc_00358619,F,23,7208,16000,60,398,0.17,670,0,PAID_UP
acc_00359364,M,32,7451,19000,48,578,0.2,580,0,PAID_UP
acc_00359612,F,28,7677,29000,60,721,0.17,670,0,PAID_UP
acc_00359969,F,46,11917,22000,36,763,0.15,770,0,PAID_UP
acc_00360495,M,47,33162,62000,60,1199,0.06,980,0,PAID_UP
acc_00362894,F,38,7834,28000,48,822,0.18,650,5064,LIVE
acc_00363055,M,23,23818,64000,36,1947,0.06,990,11079,LIVE
acc_00363094,F,29,8686,28000,24,1371,0.16,710,0,PAID_UP
acc_00363508,F,25,7361,32000,36,1141,0.17,670,0,PAID_UP
acc_00363750,F,26,5684,15000,60,389,0.19,600,10544,LIVE
acc_00364580,M,28,9661,40000,36,1426,0.17,680,0,PAID_UP
acc_00364615,F,24,11631,43000,60,978,0.13,830,19263,LIVE
acc_00365583,M,31,11407,33000,12,2994,0.16,730,0,PAID_UP
acc_00366027,F,32,17372,22000,60,457,0.09,940,0,PAID_UP
acc_00366636,F,32,9760,16000,36,555,0.15,740,0,PAID_UP
acc_00368865,M,46,11144,32000,48,923,0.17,670,0,PAID_UP
acc_00369302,M,25,18579,73000,72,1352,0.1,910,0,PAID_UP
acc_00369715,F,39,17753,43000,48,1091,0.1,930,0,PAID_UP
acc_00370455,F,19,6339,11000,48,323,0.18,650,0,PAID_UP
acc_00373734,M,54,8923,16000,48,487,0.2,570,0,PAID_UP
acc_00375754,M,32,20414,29000,48,736,0.1,920,0,PAID_UP
acc_00379395,M,28,5322,15000,36,604,0.26,510,3237,DEFAULT
acc_00379784,M,35,28459,82000,48,1888,0.05,990,0,PAID_UP
acc_00382147,F,47,18008,32000,24,1491,0.11,910,0,PAID_UP
acc_00382353,M,44,14497,12000,60,279,0.14,770,0,PAID_UP
acc_00382565,M,33,22238,77000,48,1916,0.09,940,0,PAID_UP
acc_00383092,F,38,8236,16000,36,570,0.17,670,0,PAID_UP
acc_00383955,M,42,12295,24000,48,680,0.16,720,0,PAID_UP
acc_00384665,M,20,14070,25000,48,671,0.13,830,13774,LIVE
acc_00385024,M,25,5780,25000,48,788,0.22,530,4016,DEFAULT
acc_00385986,M,37,15966,60000,48,1610,0.13,830,0,PAID_UP
acc_00386928,M,32,5752,14000,24,747,0.25,510,2282,DEFAULT
acc_00387175,M,40,25746,58000,24,2623,0.08,950,0,PAID_UP
acc_00388200,M,39,10283,37000,24,1829,0.17,670,0,PAID_UP
acc_00389242,M,35,8503,13000,60,337,0.19,610,8624,LIVE
acc_00390805,F,33,13450,43000,60,957,0.12,850,0,PAID_UP
acc_00392793,M,27,21708,22000,72,397,0.09,950,0,PAID_UP
acc_00394545,M,26,18188,51000,24,2377,0.11,900,0,PAID_UP
acc_00394790,F,32,7838,23000,60,572,0.17,670,18314,LIVE
acc_00396670,M,35,7236,16000,36,603,0.21,560,0,PAID_UP
acc_00397592,M,30,6581,6000,48,186,0.21,550,0,PAID_UP
acc_00397672,M,19,11165,11000,48,306,0.15,750,0,PAID_UP
acc_00398112,F,39,8302,17000,60,422,0.17,660,0,PAID_UP
acc_00398622,F,43,15666,34000,36,1129,0.12,870,0,PAID_UP
acc_00399842,F,18,6111,26000,60,660,0.18,640,0,PAID_UP
acc_00400019,M,32,16614,56000,60,1246,0.12,850,0,PAID_UP
acc_00402336,M,39,9367,12000,48,352,0.18,630,0,PAID_UP
acc_00403869,F,22,2732,11000,60,329,0.26,510,2375,DEFAULT
acc_00403988,M,25,17888,38000,60,826,0.11,900,0,PAID_UP
acc_00404191,M,45,31843,84000,48,1973,0.06,980,0,PAID_UP
acc_00404557,F,35,10096,23000,60,547,0.15,740,0,PAID_UP
acc_00404604,M,42,12756,11000,36,381,0.15,730,0,PAID_UP
acc_00406133,M,41,21463,26000,48,672,0.11,900,0,PAID_UP
acc_00406730,M,31,11631,41000,12,3701,0.15,730,0,PAID_UP
acc_00407720,F,26,7132,25000,60,621,0.17,660,0,PAID_UP
acc_00407903,M,29,6306,5000,36,191,0.22,540,1695,DEFAULT
acc_00408667,M,41,6503,5000,60,144,0.24,520,883,DEFAULT
acc_00408782,M,47,12628,20000,60,486,0.16,710,0,PAID_UP
acc_00410568,F,39,19747,67000,36,2100,0.08,960,0,PAID_UP
acc_00411817,F,39,10377,14000,60,333,0.15,740,0,PAID_UP
acc_00412115,M,28,9728,17000,36,606,0.17,680,0,PAID_UP
acc_00412583,M,27,8541,36000,60,914,0.18,640,0,PAID_UP
acc_00414803,M,39,12538,43000,48,1197,0.15,740,0,PAID_UP
acc_00416256,F,23,18405,22000,36,669,0.06,980,0,PAID_UP
acc_00416528,F,30,11312,11000,60,256,0.14,800,3278,LIVE
acc_00417038,F,32,4015,3000,48,98,0.24,520,0,PAID_UP
acc_00418585,F,36,10713,22000,48,612,0.15,760,0,PAID_UP
acc_00420071,M,36,7983,14000,36,520,0.2,590,0,PAID_UP
acc_00420386,M,33,17359,43000,60,957,0.12,870,0,PAID_UP
acc_00423311,M,37,21174,45000,48,1141,0.1,910,15528,LIVE
acc_00423999,F,26,19768,30000,60,526,0.02,1000,5569,LIVE
acc_00424212,M,28,12357,47000,36,1629,0.15,760,0,PAID_UP
acc_00424493,F,28,5188,18000,48,548,0.2,570,0,PAID_UP
acc_00426343,F,29,10533,42000,60,977,0.14,780,0,PAID_UP
acc_00426482,M,33,12054,24000,60,571,0.15,740,15250,LIVE
acc_00426568,M,29,18307,36000,72,685,0.11,890,25795,LIVE
acc_00427056,F,24,13470,28000,60,623,0.12,880,0,PAID_UP
acc_00427783,M,21,10615,38000,24,1842,0.15,730,0,PAID_UP
acc_00429336,M,43,7278,8000,60,221,0.22,540,3258,LIVE
acc_00429998,M,32,15691,61000,72,1225,0.13,830,19901,LIVE
acc_00430679,M,23,18116,75000,60,1594,0.1,910,0,PAID_UP
acc_00430708,M,22,15519,19000,72,371,0.12,860,0,PAID_UP
acc_00431376,M,41,22345,19000,60,404,0.1,920,0,PAID_UP
acc_00431958,M,44,9416,19000,36,696,0.19,620,0,PAID_UP
acc_00433081,M,45,18312,21000,24,989,0.12,850,0,PAID_UP
acc_00435548,M,19,4602,5000,48,171,0.27,510,1746,DEFAULT
acc_00436344,M,33,8057,31000,36,1136,0.19,600,14562,LIVE
acc_00439965,M,32,7250,29000,48,882,0.2,570,0,PAID_UP
acc_00442016,M,38,8604,9000,36,330,0.19,610,0,PAID_UP
acc_00442365,M,39,14642,10000,24,480,0.14,790,0,PAID_UP
acc_00442926,M,40,17315,47000,48,1261,0.13,840,0,PAID_UP
acc_00442938,F,52,18344,50000,72,952,0.11,900,0,PAID_UP
acc_00444097,M,46,12546,38000,48,1077,0.16,720,0,PAID_UP
acc_00444296,M,26,11834,12000,60,285,0.15,750,0,PAID_UP
acc_00444354,M,25,6597,6000,36,226,0.21,570,674,DEFAULT
acc_00444523,F,38,13491,34000,36,1146,0.13,840,0,PAID_UP
acc_00446624,F,22,4334,4000,48,124,0.21,560,2370,LIVE
acc_00446784,M,25,11900,25000,36,867,0.15,760,0,PAID_UP
acc_00446838,M,25,8130,16000,48,470,0.18,630,0,PAID_UP
acc_00446959,F,40,15777,43000,36,1408,0.11,880,0,PAID_UP
acc_00448386,M,26,5474,7000,60,201,0.24,520,1854,DEFAULT
acc_00449485,F,18,12007,43000,48,1132,0.12,850,0,PAID_UP
acc_00449576,F,38,11361,33000,60,768,0.14,780,0,PAID_UP
acc_00450705,F,40,6018,9000,48,274,0.2,570,0,PAID_UP
acc_00455186,M,27,13091,55000,24,2641,0.14,790,0,PAID_UP
acc_00455250,F,38,15114,14000,36,465,0.12,880,0,PAID_UP
acc_00455561,M,47,12778,21000,48,595,0.16,720,0,PAID_UP
acc_00456257,M,42,14551,41000,24,1969,0.14,780,0,PAID_UP
acc_00456705,F,31,12361,43000,36,1449,0.13,830,0,PAID_UP
acc_00456988,M,18,13078,32000,36,1078,0.13,810,0,PAID_UP
acc_00457404,M,24,10264,15000,36,527,0.16,710,0,PAID_UP
acc_00460535,F,27,10975,28000,60,652,0.14,800,0,PAID_UP
acc_00461060,M,24,11306,31000,24,1503,0.15,740,0,PAID_UP
acc_00462163,M,29,17692,26000,48,672,0.11,880,10176,LIVE
acc_00463798,F,32,20816,20000,60,368,0.04,990,0,PAID_UP
acc_00464046,M,40,13115,21000,60,500,0.15,750,0,PAID_UP
acc_00464239,M,24,11300,47000,60,1118,0.15,740,0,PAID_UP
acc_00465450,F,22,15023,64000,72,1186,0.1,920,0,PAID_UP
acc_00465947,M,37,7705,8000,36,297,0.2,580,0,PAID_UP
acc_00470644,M,25,13647,41000,72,845,0.14,810,0,PAID_UP
acc_00471562,M,26,21708,90000,72,1578,0.08,950,0,PAID_UP
acc_00471586,M,25,6516,26000,60,703,0.21,560,4666,DEFAULT
acc_00474284,M,38,28558,66000,48,1550,0.06,980,51910,LIVE
acc_00474523,M,43,10612,12000,60,298,0.17,660,0,PAID_UP
acc_00475813,F,20,8907,24000,60,571,0.15,740,0,PAID_UP
acc_00476262,M,24,9850,16000,24,783,0.16,700,0,PAID_UP
acc_00476716,M,36,15653,38000,36,1280,0.13,820,0,PAID_UP
acc_00476746,M,32,14222,41000,48,1120,0.14,800,0,PAID_UP
acc_00477555,M,46,23520,21000,60,446,0.1,910,1904,LIVE
acc_00477885,F,43,5669,6000,60,166,0.22,550,0,PAID_UP
acc_00478560,F,20,3972,15000,36,565,0.21,550,1150,DEFAULT
acc_00478777,M,23,12206,42000,48,1148,0.14,770,0,PAID_UP
acc_00479269,M,34,18258,43000,48,1132,0.12,880,0,PAID_UP
acc_00480123,F,51,5918,13000,60,359,0.22,530,0,PAID_UP
acc_00482069,M,28,6955,17000,60,450,0.2,570,5051,DEFAULT
acc_00482628,F,35,19786,54000,48,1293,0.07,970,0,PAID_UP
acc_00483528,M,39,6957,6000,48,189,0.22,540,0,PAID_UP
acc_00484451,F,42,5753,19000,60,514,0.21,550,0,PAID_UP
acc_00484582,M,40,19305,21000,48,553,0.12,880,5016,LIVE
acc_00484850,F,39,16839,47000,12,4132,0.1,910,0,PAID_UP
acc_00485031,F,23,10128,20000,36,684,0.14,780,0,PAID_UP
acc_00485343,M,49,19150,15000,36,498,0.12,850,0,PAID_UP
acc_00485526,M,45,11539,25000,36,891,0.17,690,0,PAID_UP
acc_00485926,F,26,14521,59000,36,1932,0.11,900,0,PAID_UP
acc_00486058,F,30,5315,9000,36,334,0.2,570,0,PAID_UP
acc_00488536,F,42,12043,21000,72,433,0.14,780,0,PAID_UP
acc_00488696,M,29,7191,19000,60,503,0.2,580,0,PAID_UP
acc_00488831,M,34,18006,16000,60,356,0.12,870,0,PAID_UP
acc_00489569,M,37,8722,13000,12,1198,0.19,620,0,PAID_UP
acc_00492089,M,36,7205,12000,60,325,0.21,560,5345,LIVE
acc_00492882,M,18,6101,30000,36,1130,0.21,570,0,PAID_UP
acc_00493791,M,42,8381,27000,48,822,0.2,590,0,PAID_UP
acc_00494221,M,37,9573,36000,12,3300,0.18,650,32400,LIVE
acc_00494592,F,24,13970,15000,36,491,0.11,890,0,PAID_UP
acc_00496579,F,38,18788,56000,36,1781,0.09,950,0,PAID_UP
acc_00498070,M,40,13654,31000,24,1503,0.15,760,0,PAID_UP
acc_00498131,F,38,15561,14000,48,362,0.11,890,0,PAID_UP
acc_00498700,F,21,11862,51000,24,2425,0.13,840,0,PAID_UP
acc_00499022,F,43,5883,8000,36,301,0.21,560,0,PAID_UP
acc_00499429,M,40,9638,23000,48,676,0.18,640,0,PAID_UP
acc_00499658,M,24,7189,20000,24,1008,0.19,590,0,PAID_UP
acc_00500074,M,30,6348,19000,24,986,0.22,540,0,PAID_UP
acc_00502407,M,39,8848,20000,48,598,0.19,610,0,PAID_UP
acc_00502510,M,23,18520,43000,48,1091,0.1,920,0,PAID_UP
acc_00503630,M,37,10670,25000,48,721,0.17,680,0,PAID_UP
acc_00504228,M,18,18586,82000,72,1519,0.1,930,13492,LIVE
acc_00504796,F,21,16214,53000,24,2421,0.09,950,0,PAID_UP
acc_00504962,M,32,14733,15000,60,341,0.13,810,0,PAID_UP
acc_00505274,M,36,8305,27000,48,807,0.19,600,0,PAID_UP
acc_00505968,F,44,8681,11000,48,317,0.17,660,0,PAID_UP
acc_00507480,F,30,7796,11000,24,544,0.17,670,0,PAID_UP
acc_00508552,M,39,31104,91000,48,2055,0.04,990,0,PAID_UP
acc_00509389,F,41,5710,6000,36,226,0.21,550,1481,LIVE
acc_00512025,F,46,24665,23000,24,989,0.03,1000,0,PAID_UP
acc_00515764,M,28,9260,31000,60,770,0.17,660,6275,LIVE
acc_00516136,M,32,5917,19000,60,547,0.24,520,15112,LIVE
acc_00516731,F,51,5692,9000,60,254,0.23,520,0,PAID_UP
acc_00517526,M,18,16683,19000,24,886,0.11,900,10790,LIVE
acc_00518454,F,47,10187,22000,60,535,0.16,710,0,PAID_UP
acc_00518717,M,18,17587,85000,48,2156,0.1,910,0,PAID_UP
acc_00518863,M,28,9778,34000,48,981,0.17,680,0,PAID_UP
acc_00519700,F,26,4527,13000,48,403,0.21,550,0,PAID_UP
acc_00520066,M,36,20358,71000,60,1544,0.11,900,0,PAID_UP
acc_00520528,F,32,6046,8000,60,208,0.19,600,0,PAID_UP
acc_00522210,M,20,7025,6000,48,179,0.19,600,0,PAID_UP
acc_00523849,F,35,12263,18000,48,483,0.13,810,0,PAID_UP
acc_00524053,M,33,14724,30000,48,805,0.13,810,0,PAID_UP
acc_00524114,M,23,12694,28000,72,577,0.14,790,0,PAID_UP
acc_00525147,M,28,13657,27000,60,628,0.14,800,0,PAID_UP
acc_00526264,F,18,9861,36000,48,984,0.14,780,0,PAID_UP
acc_00526271,M,30,7650,29000,48,867,0.19,590,0,PAID_UP
acc_00526654,M,28,16166,49000,36,1628,0.12,860,0,PAID_UP
acc_00528273,M,27,9749,39000,24,1928,0.17,680,0,PAID_UP
acc_00529231,M,21,6931,23000,60,597,0.19,590,0,PAID_UP
acc_00529763,M,39,9680,13000,48,382,0.18,640,6440,LIVE
acc_00529812,M,44,10965,18000,60,447,0.17,670,0,PAID_UP
acc_00530232,F,47,6650,20000,48,609,0.2,580,0,PAID_UP
acc_00530408,F,35,18389,41000,72,739,0.09,950,0,PAID_UP
acc_00530553,F,29,19497,35000,24,1551,0.06,980,0,PAID_UP
acc_00530980,F,39,8611,10000,60,249,0.17,680,0,PAID_UP
acc_00531264,M,39,6254,12000,48,398,0.25,510,1564,DEFAULT
acc_00531901,M,18,20603,84000,60,1703,0.08,960,30887,LIVE
acc_00532007,M,28,17492,29000,12,2563,0.11,880,6269,LIVE
acc_00532905,F,34,4653,16000,60,442,0.22,530,0,PAID_UP
acc_00533140,M,37,10646,22000,36,784,0.17,680,0,PAID_UP
acc_00533615,F,37,8447,18000,60,447,0.17,680,0,PAID_UP
acc_00534651,M,26,16671,69000,60,1535,0.12,870,0,PAID_UP
acc_00534857,F,32,20212,76000,24,3334,0.05,990,0,PAID_UP
acc_00537397,M,29,21913,77000,36,2449,0.09,950,0,PAID_UP
acc_00537668,F,35,11024,24000,36,820,0.14,770,0,PAID_UP
acc_00538210,F,40,4300,12000,60,374,0.28,500,2988,LIVE
acc_00540598,F,36,10064,20000,72,423,0.15,740,0,PAID_UP
acc_00541365,M,34,24985,92000,48,2246,0.08,960,25279,LIVE
acc_00541873,F,25,6777,28000,48,822,0.18,650,0,PAID_UP
acc_00544434,F,34,10456,16000,36,555,0.15,760,0,PAID_UP
acc_00546666,F,44,5709,19000,72,477,0.22,550,0,PAID_UP
acc_00546930,M,34,15450,57000,60,1297,0.13,820,0,PAID_UP
acc_00548163,F,33,18103,13000,48,324,0.09,950,0,PAID_UP
acc_00548674,M,29,7483,25000,60,662,0.2,590,0,PAID_UP
acc_00548788,M,38,14273,20000,60,465,0.14,780,0,PAID_UP
acc_00549006,M,48,28287,58000,60,1204,0.09,950,37080,LIVE
acc_00549028,F,39,7841,8000,48,235,0.18,650,0,PAID_UP
acc_00549067,M,27,23976,72000,60,1426,0.07,970,0,PAID_UP
acc_00549263,M,21,5053,21000,36,824,0.24,520,11431,LIVE
acc_00549726,M,18,10207,11000,60,267,0.16,730,0,PAID_UP
acc_00550469,F,24,4537,5000,48,155,0.21,560,1720,LIVE
acc_00551056,M,25,24079,106000,60,2049,0.06,980,0,PAID_UP
acc_00551644,F,23,9587,17000,72,359,0.15,760,0,PAID_UP
acc_00551726,F,27,9151,25000,60,595,0.15,730,0,PAID_UP
acc_00551951,F,37,6793,24000,48,718,0.19,610,0,PAID_UP
acc_00552493,M,39,28016,88000,24,3940,0.07,970,0,PAID_UP
acc_00552903,M,19,19378,84000,60,1744,0.09,940,0,PAID_UP
acc_00554034,F,43,13794,41000,48,1100,0.13,830,0,PAID_UP
acc_00554607,F,45,17059,14000,36,458,0.11,900,0,PAID_UP
acc_00554906,M,53,14488,35000,48,974,0.15,750,0,PAID_UP
acc_00554942,M,18,7037,30000,60,778,0.19,610,0,PAID_UP
acc_00555376,F,50,7361,11000,48,329,0.19,600,7537,LIVE
acc_00555430,M,35,28539,56000,12,4794,0.05,990,0,PAID_UP
acc_00557315,M,20,5734,11000,48,347,0.22,550,660,DEFAULT
acc_00558596,M,35,10010,20000,36,713,0.17,670,0,PAID_UP
acc_00560601,M,47,10234,20000,60,508,0.18,640,0,PAID_UP
acc_00560807,M,35,25807,53000,24,2373,0.07,970,0,PAID_UP
acc_00560931,F,30,10423,20000,48,557,0.15,770,0,PAID_UP
acc_00560937,F,20,5923,21000,60,533,0.18,630,0,PAID_UP
acc_00561039,F,38,7773,28000,72,639,0.18,650,0,PAID_UP
acc_00562131,M,39,12411,20000,12,1805,0.15,730,0,PAID_UP
acc_00562184,M,42,15595,24000,24,1152,0.14,800,0,PAID_UP
acc_00563626,M,34,7497,27000,36,1003,0.2,580,0,PAID_UP
acc_00565416,M,36,19052,42000,48,1086,0.11,890,0,PAID_UP
acc_00565649,M,30,10663,36000,48,1020,0.16,710,0,PAID_UP
acc_00566259,F,48,22550,59000,48,1413,0.07,970,0,PAID_UP
acc_00567647,F,26,9489,29000,60,690,0.15,750,0,PAID_UP
acc_00567702,F,24,14300,56000,36,1833,0.11,900,0,PAID_UP
acc_00570004,F,39,5779,18000,60,487,0.21,560,0,PAID_UP
acc_00570183,F,27,7691,29000,48,837,0.17,680,0,PAID_UP
acc_00570230,M,40,17499,16000,24,753,0.12,850,0,PAID_UP
acc_00570480,M,31,16687,23000,60,512,0.12,860,0,PAID_UP
acc_00572369,M,29,10293,25000,36,879,0.16,700,0,PAID_UP
acc_00573304,F,18,6497,16000,12,1459,0.17,660,0,PAID_UP
acc_00573629,M,18,8449,7000,12,638,0.17,660,0,PAID_UP
acc_00577302,M,21,21065,60000,60,1217,0.08,960,0,PAID_UP
acc_00578307,M,36,6733,7000,24,363,0.22,540,0,PAID_UP
acc_00579846,M,28,20024,70000,72,1297,0.1,920,26814,LIVE
acc_00580338,M,18,17736,15000,48,380,0.1,920,0,PAID_UP
acc_00580558,F,46,15406,39000,36,1295,0.12,860,0,PAID_UP
acc_00581695,F,28,8151,17000,48,482,0.16,690,0,PAID_UP
acc_00582436,F,30,5306,4000,36,149,0.2,570,0,PAID_UP
acc_00583469,F,29,14526,62000,72,1180,0.11,890,0,PAID_UP
acc_00583809,M,24,9011,40000,60,994,0.17,660,0,PAID_UP
acc_00584352,F,31,4724,18000,36,687,0.22,550,0,PAID_UP
acc_00584593,M,18,5877,13000,24,668,0.21,560,1792,DEFAULT
acc_00585840,F,28,9961,15000,48,417,0.15,760,0,PAID_UP
acc_00586376,M,30,8884,13000,24,649,0.18,640,0,PAID_UP
acc_00587136,F,51,8508,14000,60,356,0.18,640,0,PAID_UP
acc_00587202,F,18,8303,33000,36,1160,0.16,730,4356,LIVE
acc_00588187,F,24,8674,23000,60,559,0.16,720,0,PAID_UP
acc_00589823,M,26,13234,41000,60,954,0.14,790,0,PAID_UP
acc_00591506,M,34,10105,12000,24,593,0.17,670,0,PAID_UP
acc_00592142,M,24,6895,23000,60,609,0.2,580,4020,DEFAULT
acc_00595264,F,31,13457,30000,60,667,0.12,860,0,PAID_UP
acc_00596372,F,38,8678,29000,12,2645,0.17,680,0,PAID_UP
acc_00596726,F,37,12881,16000,36,539,0.13,820,0,PAID_UP
acc_00597479,M,18,11168,45000,72,952,0.15,760,0,PAID_UP
acc_00599219,M,28,17389,59000,48,1525,0.11,880,0,PAID_UP
acc_00599713,F,27,5567,6000,12,556,0.2,590,0,PAID_UP
acc_00600109,M,26,6928,10000,48,304,0.2,580,1344,DEFAULT
acc_00600791,M,44,12452,15000,60,365,0.16,720,0,PAID_UP
acc_00601705,F,56,8643,12000,36,434,0.18,630,4110,LIVE
acc_00602159,M,21,11621,54000,24,2618,0.15,760,0,PAID_UP
acc_00602397,F,35,5532,19000,60,514,0.21,570,0,PAID_UP
acc_00602588,F,25,8882,34000,60,827,0.16,730,0,PAID_UP
acc_00602934,M,23,18196,51000,48,1293,0.1,910,0,PAID_UP
acc_00603066,F,37,4050,7000,36,290,0.28,500,0,PAID_UP
acc_00605478,F,31,15454,58000,12,5126,0.11,900,49798,LIVE
acc_00605714,M,23,21461,96000,72,1683,0.08,960,0,PAID_UP
acc_00606454,F,31,11458,20000,48,547,0.14,800,0,PAID_UP
acc_00606564,M,49,11050,22000,24,1088,0.17,660,13424,LIVE
acc_00606631,M,52,11959,29000,24,1434,0.17,680,0,PAID_UP
acc_00607318,M,18,13947,40000,36,1348,0.13,840,0,PAID_UP
acc_00607623,M,44,12820,21000,60,511,0.16,730,3163,LIVE
acc_00608619,F,34,10460,30000,36,1040,0.15,760,0,PAID_UP
acc_00610942,M,33,12121,26000,12,2347,0.15,740,0,PAID_UP
acc_00614137,M,26,21383,93000,72,1676,0.09,950,0,PAID_UP
acc_00614384,F,31,17517,57000,60,1183,0.09,950,27930,LIVE
acc_00614745,M,43,6779,12000,36,471,0.24,520,5249,DEFAULT
acc_00615898,M,37,17342,62000,60,1379,0.12,850,0,PAID_UP
acc_00616857,M,41,17524,18000,72,361,0.13,840,0,PAID_UP
acc_00616923,F,23,17901,29000,12,2509,0.07,980,0,PAID_UP
acc_00617954,F,30,7490,28000,60,696,0.17,660,0,PAID_UP
acc_00618893,M,31,27339,33000,60,608,0.04,990,0,PAID_UP
acc_00619457,M,29,5434,15000,36,604,0.26,510,3971,DEFAULT
acc_00620831,M,20,10004,33000,36,1160,0.16,710,0,PAID_UP
acc_00620958,F,26,9460,19000,36,659,0.15,750,0,PAID_UP
acc_00621145,M,31,8825,32000,12,2934,0.18,640,22882,LIVE
acc_00621343,M,22,8315,14000,36,506,0.18,640,0,PAID_UP
acc_00621479,M,43,13979,32000,72,677,0.15,760,7528,LIVE
acc_00625103,M,18,4800,12000,48,391,0.24,520,1369,DEFAULT
acc_00626020,F,32,12468,41000,60,933,0.13,830,0,PAID_UP
acc_00627319,M,43,34744,33000,12,2720,-0.02,1000,0,PAID_UP
acc_00628543,M,20,17659,59000,48,1496,0.1,910,0,PAID_UP
acc_00629565,M,34,6627,8000,48,252,0.22,540,0,PAID_UP
acc_00629732,M,40,10826,33000,48,952,0.17,680,0,PAID_UP
acc_00630514,M,46,18479,27000,24,1271,0.12,850,0,PAID_UP
acc_00632102,F,25,7451,32000,60,795,0.17,670,0,PAID_UP
acc_00632575,F,59,17892,37000,72,723,0.12,870,4193,LIVE
acc_00633707,M,31,9742,24000,36,856,0.17,670,11295,LIVE
acc_00633824,F,18,3562,4000,48,126,0.22,540,707,LIVE
acc_00633960,M,44,14182,33000,36,1144,0.15,760,0,PAID_UP
acc_00635468,M,43,13335,12000,48,334,0.15,750,0,PAID_UP
acc_00636193,F,23,12746,13000,60,289,0.12,860,0,PAID_UP
acc_00636457,M,29,11628,46000,72,973,0.15,740,0,PAID_UP
acc_00638512,F,20,6718,8000,60,199,0.17,660,0,PAID_UP
acc_00638697,M,24,18926,76000,60,1615,0.1,920,0,PAID_UP
acc_00639083,M,54,31668,35000,36,1097,0.08,950,0,PAID_UP
acc_00641422,M,26,6855,9000,60,238,0.2,570,2600,DEFAULT
acc_00643269,F,44,19087,18000,36,572,0.09,930,5000,LIVE
acc_00644029,F,40,18030,42000,60,892,0.1,930,0,PAID_UP
acc_00644924,F,59,9547,13000,12,1192,0.18,650,0,PAID_UP
acc_00646499,M,21,6536,24000,60,636,0.2,580,0,PAID_UP
acc_00647025,M,28,5743,8000,48,256,0.23,520,1201,DEFAULT
acc_00647427,M,31,5541,5000,48,169,0.26,510,510,DEFAULT
acc_00648591,M,27,16157,13000,24,612,0.12,860,0,PAID_UP
acc_00649354,F,39,4580,14000,60,403,0.24,520,0,PAID_UP
acc_00650108,M,37,28588,38000,12,3271,0.06,980,0,PAID_UP
acc_00651514,M,21,12125,35000,60,814,0.14,780,0,PAID_UP
acc_00651519,M,33,10528,27000,60,657,0.16,690,0,PAID_UP
acc_00652798,M,25,8492,19000,48,558,0.18,640,0,PAID_UP
acc_00654671,F,36,17917,13000,48,324,0.09,940,0,PAID_UP
acc_00654927,F,30,5297,17000,48,517,0.2,570,0,PAID_UP
acc_00658212,M,49,12205,7000,48,198,0.16,700,0,PAID_UP
acc_00658693,F,38,5611,20000,48,619,0.21,560,0,PAID_UP
acc_00659349,M,47,7043,5000,48,163,0.24,520,734,DEFAULT
